amount,transactions_last_hour,account_age_days,new_device,location_changed,failed_attempts,time_since_last_transaction,is_fraud
33.99,4,522,0,0,0,113.0,1
53.81,3,1301,0,0,0,838.0,0
94.28,1,1028,0,0,1,3100.0,0
54.95,4,181,0,0,0,775.0,1
35.29,5,1109,1,0,0,1421.0,0
48.93,5,486,1,0,0,260.0,0
49.98,3,532,0,0,0,3499.0,0
37.71,3,1223,0,0,0,4817.0,0
42.15,5,711,0,0,1,7446.0,0
270.06,3,96,1,0,0,144.0,1
95.67,2,1120,0,0,0,400.0,1
40.63,3,790,0,0,1,1230.0,0
109.61,1,89,0,0,0,573.0,0
39.1,4,947,0,0,0,1852.0,1
176.47,5,923,0,0,0,3361.0,1
79.02,3,524,0,0,1,245.0,1
49.04,3,28,0,0,0,6.0,0
85.43,1,275,0,0,1,9130.0,0
11.35,2,555,0,1,1,1078.0,0
17.69,2,465,0,0,0,128.0,1
16.54,6,99,0,0,1,1598.0,1
62.99,5,655,0,0,2,2519.0,1
308.74,4,453,0,0,0,2908.0,0
508.42,6,292,0,0,0,1516.0,1
103.34,4,1018,0,0,0,2048.0,0
90.09,1,301,1,0,0,1164.0,0
9.02,6,174,0,0,1,1740.0,0
31.73,2,1210,0,0,0,5450.0,0
24.83,2,30,1,0,0,7891.0,0
29.35,3,251,0,0,1,1778.0,1
46.15,5,621,0,1,0,1578.0,0
34.05,3,1464,0,0,1,763.0,0
7.54,3,1237,1,0,0,705.0,1
115.34,1,344,0,0,1,4650.0,1
18.68,2,1061,1,0,1,1969.0,0
69.36,3,1003,0,0,0,1104.0,0
434.45,1,346,0,0,0,1974.0,0
21.77,1,1121,0,0,0,232.0,0
4.35,4,536,0,1,0,5170.0,1
41.02,2,1349,0,0,2,1330.0,1
164.18,4,344,0,0,0,732.0,0
386.97,4,867,0,0,1,24.0,1
15.97,1,86,0,0,2,2035.0,1
89.72,3,1185,0,0,0,6286.0,1
34.28,3,1041,0,0,0,1472.0,0
49.11,1,244,0,1,0,728.0,1
768.43,3,780,0,0,0,975.0,1
12.15,2,1242,0,0,1,1514.0,1
70.37,5,6,0,0,0,2101.0,0
87.16,5,963,0,0,0,365.0,1
161.71,6,381,0,0,1,4923.0,1
60.22,3,779,0,0,0,963.0,0
74.3,2,1259,0,0,0,1763.0,1
36.91,1,1408,1,0,0,4363.0,1
71.46,2,124,0,1,1,1554.0,1
38.74,1,1084,0,0,2,2071.0,1
101.65,3,501,0,0,1,1805.0,1
37.73,4,10,0,0,2,513.0,1
79.61,4,971,1,0,1,5932.0,0
53.02,1,596,1,0,0,1151.0,1
168.35,1,1450,0,0,1,186.0,1
51.86,5,1171,0,0,0,11174.0,0
9.27,3,457,0,0,2,1890.0,1
192.85,0,612,0,0,1,1688.0,0
22.07,8,727,0,0,1,4471.0,1
28.4,2,597,0,0,0,1405.0,0
30.09,5,1029,0,0,0,804.0,1
215.82,3,287,0,0,1,346.0,1
6.45,2,207,0,0,1,2995.0,1
1258.59,7,550,1,0,0,724.0,1
156.97,0,1280,0,0,3,1308.0,1
68.25,3,692,0,0,0,1280.0,0
51.68,4,911,0,0,0,2427.0,0
72.64,4,1043,0,0,0,2075.0,0
91.94,4,1187,0,0,0,992.0,0
104.09,8,714,0,0,0,999.0,1
95.16,4,882,1,0,0,567.0,1
59.71,2,600,0,0,2,750.0,0
44.82,1,1199,0,1,1,2237.0,1
46.93,2,952,1,0,0,1487.0,0
44.93,0,243,0,1,1,94.0,1
169.66,4,660,0,0,1,1277.0,1
98.85,3,997,0,0,1,5584.0,0
2.89,1,971,0,0,1,208.0,0
105.2,3,651,0,0,0,199.0,1
66.34,6,886,0,0,0,1983.0,0
53.59,4,103,1,0,1,5695.0,1
37.02,1,770,0,0,0,49.0,1
168.02,1,1270,0,0,0,760.0,0
140.83,3,148,0,0,0,125.0,1
25.21,3,819,1,0,1,556.0,1
82.03,7,1010,0,0,0,1455.0,1
20.66,5,670,0,1,0,1051.0,1
13.74,7,1200,0,0,0,813.0,1
29.17,3,769,0,0,0,426.0,1
129.33,2,419,0,1,0,1739.0,0
141.62,4,777,0,0,0,1543.0,1
91.2,2,1137,0,0,0,1958.0,0
112.74,6,1192,1,0,0,2837.0,1
91.49,3,533,0,0,1,2353.0,0
28.75,1,1104,0,0,1,5675.0,0
84.09,2,908,0,0,1,334.0,1
121.56,6,228,0,0,0,5444.0,0
116.08,4,1061,1,0,0,340.0,1
179.27,3,1351,0,0,0,3331.0,0
110.86,4,990,0,0,1,2796.0,1
77.59,3,1176,0,0,0,1974.0,0
159.2,4,178,0,0,0,2205.0,0
53.17,2,1206,0,0,0,2117.0,1
22.6,7,468,0,0,0,1359.0,1
46.38,3,622,0,0,0,60.0,1
25.92,4,1133,0,0,2,1560.0,0
27.79,6,156,0,0,0,887.0,0
47.25,4,260,0,0,0,572.0,0
24.72,2,396,0,0,0,1212.0,1
40.13,6,933,0,1,0,3392.0,1
8.22,2,260,1,0,0,1554.0,1
67.58,3,271,0,0,0,6022.0,0
54.66,2,412,0,0,1,982.0,1
24.12,4,1061,0,0,0,332.0,1
105.56,6,393,1,0,2,680.0,1
139.43,2,1248,0,0,1,281.0,0
10.94,2,195,0,1,1,2079.0,1
25.46,6,367,0,0,1,313.0,1
25.3,2,894,0,0,0,1315.0,0
21.33,1,594,1,0,0,4625.0,1
125.15,6,562,1,0,0,1024.0,0
44.98,4,1102,0,0,0,928.0,1
41.91,4,537,0,1,2,409.0,1
7.36,2,572,0,0,1,2523.0,0
103.07,1,308,1,0,0,653.0,0
15.81,4,582,0,0,1,8363.0,0
57.97,5,666,0,0,0,328.0,1
72.05,5,560,0,0,1,4.0,1
212.87,2,566,0,0,1,1395.0,0
14.75,2,1396,0,0,1,128.0,0
2.67,3,1409,0,0,0,831.0,1
65.62,7,1138,1,0,0,1082.0,1
330.47,3,277,0,0,0,514.0,1
188.47,5,462,0,0,2,6880.0,1
67.33,4,622,0,0,1,761.0,1
33.39,2,1096,1,0,1,281.0,1
122.38,0,1433,0,0,0,68.0,1
20.62,4,15,0,0,0,666.0,0
87.91,0,42,1,0,1,3097.0,1
90.51,1,20,0,0,2,508.0,1
157.62,1,1040,0,0,1,1644.0,1
862.35,6,647,1,0,0,8137.0,0
80.84,2,607,1,1,1,758.0,1
32.82,7,93,1,0,1,1723.0,1
53.22,4,81,0,0,0,1647.0,1
9.31,6,1102,0,0,1,1624.0,1
27.26,5,658,0,0,1,5519.0,0
36.26,1,495,0,0,0,2775.0,0
32.33,4,26,1,0,0,16.0,1
63.58,3,656,1,0,0,51.0,0
23.99,5,456,1,0,1,74.0,1
167.51,1,1101,0,0,0,816.0,1
54.61,3,314,0,0,2,1042.0,1
54.09,5,352,1,0,0,2963.0,1
39.33,3,923,0,0,1,1821.0,1
63.76,0,1225,0,0,0,19145.0,0
124.6,2,303,0,0,1,2844.0,0
22.94,2,327,0,0,2,3721.0,0
28.27,3,123,1,0,0,362.0,1
40.3,4,178,0,1,0,1846.0,1
14.21,4,1326,0,1,0,290.0,1
24.06,3,1032,1,0,0,2023.0,0
33.91,0,2,1,0,0,2986.0,0
130.89,2,1170,0,0,2,643.0,1
70.99,2,548,0,0,0,329.0,0
66.26,9,631,1,0,0,488.0,1
127.86,3,482,1,0,0,2998.0,1
47.59,5,1066,0,1,0,1426.0,0
80.68,3,1382,0,0,0,1384.0,1
49.24,4,571,0,0,1,1548.0,1
71.19,2,692,0,0,0,1220.0,1
30.49,0,221,1,0,0,3583.0,1
4.76,1,49,0,0,1,1275.0,1
47.74,0,952,1,0,0,1631.0,1
226.5,2,360,0,0,0,7023.0,0
137.86,5,1478,0,0,0,1094.0,1
143.37,3,752,0,0,1,373.0,0
187.94,3,640,0,0,0,1490.0,0
59.66,2,1052,0,1,1,2195.0,0
66.51,1,93,0,0,0,241.0,0
29.44,3,691,0,0,0,318.0,1
39.8,2,1241,0,0,3,44.0,0
101.07,2,539,1,0,1,2455.0,1
181.98,3,639,1,0,1,406.0,1
47.49,1,98,0,0,0,4164.0,0
34.81,0,1332,0,0,1,1304.0,0
54.63,3,418,0,0,0,5591.0,0
99.6,3,300,0,0,0,869.0,0
12.89,5,560,0,1,1,5615.0,1
5.49,2,1378,0,0,1,6840.0,0
31.48,3,784,0,0,1,251.0,1
16.11,3,815,0,0,0,240.0,0
32.85,2,110,0,0,0,991.0,0
47.1,6,527,0,0,1,962.0,1
34.7,5,504,0,0,2,1889.0,1
233.33,3,1126,1,0,1,215.0,1
75.7,1,606,1,0,0,2541.0,1
73.73,3,1208,0,1,0,459.0,1
101.72,4,219,0,0,1,294.0,1
17.48,2,129,0,0,0,2848.0,0
154.33,2,1344,0,0,0,151.0,1
50.61,3,604,0,0,0,2238.0,1
106.75,2,555,0,0,0,212.0,0
18.69,1,782,0,1,0,2425.0,1
11.54,1,482,1,0,0,2814.0,1
123.7,3,248,0,0,1,1582.0,1
79.55,3,944,0,0,0,780.0,0
22.15,3,1092,1,0,0,485.0,1
22.88,0,1294,0,0,0,2979.0,0
168.25,4,92,0,0,1,203.0,0
16.62,3,529,0,0,0,6602.0,0
282.22,5,1416,0,0,1,2718.0,0
22.18,8,514,0,0,0,2110.0,1
103.38,3,440,0,0,0,8058.0,0
39.31,2,833,0,0,0,2101.0,0
99.8,5,439,0,0,1,198.0,1
31.69,3,631,0,0,0,701.0,1
46.4,0,1221,0,0,0,1585.0,0
56.88,4,1379,1,1,3,1542.0,1
20.04,1,1238,0,0,1,18.0,0
114.53,1,1131,0,1,0,542.0,1
32.68,2,1232,1,0,0,2399.0,1
43.44,1,629,0,0,1,1940.0,0
20.2,3,969,0,0,0,4101.0,1
4.21,5,932,0,0,1,5803.0,0
45.1,4,1033,0,1,0,3666.0,1
609.49,3,142,0,0,0,1450.0,0
119.65,3,1436,0,0,2,1409.0,1
53.56,4,1118,0,1,1,830.0,1
41.98,3,925,0,0,0,4123.0,0
55.84,3,705,0,0,0,3196.0,1
94.36,2,924,0,0,0,2717.0,1
16.76,3,1366,0,0,1,2713.0,1
166.39,4,288,0,0,1,3401.0,1
111.65,2,267,0,1,0,4522.0,1
111.96,8,927,0,0,0,3097.0,1
84.65,2,225,1,0,0,3038.0,1
55.68,1,965,1,0,2,1944.0,1
107.0,8,169,0,0,3,1103.0,1
98.67,2,323,0,0,0,1441.0,0
38.32,3,95,1,0,0,1380.0,1
30.77,1,362,1,0,0,3129.0,1
60.45,3,959,0,0,0,557.0,1
256.99,6,1488,0,0,1,812.0,1
15.81,3,670,0,1,0,1466.0,1
12.58,2,511,0,0,1,7554.0,0
64.38,2,267,0,0,1,1210.0,1
57.45,2,1350,0,1,1,243.0,0
64.93,4,800,0,0,1,2018.0,1
69.68,3,133,0,0,0,1724.0,1
43.68,1,1386,0,0,0,3374.0,0
242.22,5,349,0,0,1,3474.0,0
11.01,2,547,0,0,2,540.0,0
23.84,3,763,0,0,1,84.0,0
49.24,3,268,0,0,2,2767.0,0
10.56,5,1006,0,0,1,1902.0,1
45.79,4,1068,0,0,2,274.0,0
287.57,6,1302,0,0,0,7625.0,0
55.75,4,1163,0,0,0,4685.0,0
68.77,1,1335,0,0,0,2312.0,1
15.48,4,1261,0,0,0,99.0,0
29.48,2,266,0,1,0,432.0,1
37.52,2,170,0,1,2,706.0,1
39.74,5,1240,0,0,0,104.0,1
196.69,2,117,0,0,0,3162.0,0
95.36,2,1262,0,0,0,143.0,0
17.97,1,1280,0,0,0,414.0,1
69.86,4,434,0,0,0,691.0,0
89.86,2,1440,0,0,0,726.0,1
170.74,4,88,0,0,0,554.0,1
265.21,0,964,1,0,0,6920.0,0
19.78,3,234,1,0,0,5831.0,0
24.27,6,609,1,0,2,1743.0,0
15.52,3,530,0,0,0,241.0,1
43.21,1,1135,0,0,0,2208.0,0
87.04,4,238,0,0,0,6672.0,0
146.55,0,364,0,0,2,11517.0,0
50.6,2,409,0,0,1,1726.0,1
39.65,4,1311,0,0,1,376.0,1
63.55,1,1003,0,0,0,3207.0,0
23.69,3,218,1,0,0,1755.0,0
441.22,5,403,0,0,0,1083.0,0
10.94,2,1246,0,1,2,292.0,1
65.68,1,345,0,0,0,493.0,1
413.07,5,484,0,0,1,1556.0,1
54.97,1,113,1,1,1,544.0,1
45.15,2,1042,0,0,1,1170.0,0
38.19,2,1476,0,1,0,2263.0,1
45.59,2,219,0,0,1,7868.0,0
215.48,2,161,0,0,0,81.0,0
5.98,1,1094,0,0,1,2868.0,1
253.01,2,1031,0,0,1,246.0,1
13.15,3,1025,0,0,0,5173.0,1
41.82,3,99,0,0,0,2645.0,0
35.54,0,599,0,0,0,913.0,0
98.35,5,315,0,0,0,1294.0,0
11.04,7,1058,0,0,0,2033.0,1
86.68,3,226,0,0,0,1482.0,1
413.36,1,479,0,0,0,7046.0,0
13.97,3,491,0,0,0,11862.0,0
66.0,1,223,1,1,1,106.0,1
28.16,3,520,0,1,2,2343.0,1
83.59,3,243,0,0,0,2472.0,1
55.65,1,88,0,0,1,2810.0,1
28.75,5,983,0,0,1,4482.0,1
88.93,4,480,0,0,1,1620.0,0
331.74,0,309,0,0,2,529.0,1
45.11,3,655,0,0,1,2005.0,0
112.14,1,540,0,0,0,702.0,0
14.98,11,1492,0,0,0,755.0,1
20.98,0,1166,1,0,0,1709.0,1
87.57,4,90,0,0,2,614.0,1
240.84,3,1010,0,0,1,2134.0,0
77.91,3,313,0,1,1,3453.0,0
39.92,0,180,0,0,0,7618.0,0
54.56,1,549,0,1,0,332.0,0
15.64,4,2,0,0,0,1094.0,1
99.93,7,1058,0,0,0,2429.0,1
131.94,1,1338,0,0,0,1550.0,0
34.74,0,226,0,0,0,120.0,0
34.12,2,957,0,0,1,770.0,1
71.23,4,364,0,0,2,2841.0,1
35.28,2,885,0,0,1,1222.0,1
51.1,3,950,0,1,0,2134.0,1
445.73,3,116,0,0,1,1842.0,0
42.65,1,114,0,0,0,5167.0,0
38.16,3,595,0,0,0,3516.0,0
28.57,2,479,0,0,0,758.0,1
114.91,4,720,0,0,2,1239.0,0
45.55,4,107,0,0,0,1165.0,0
28.52,2,315,0,0,0,589.0,1
204.65,1,1176,0,0,1,1747.0,0
225.79,3,1184,0,0,0,543.0,1
29.95,2,75,0,0,1,313.0,1
8.44,5,1373,0,0,0,210.0,0
149.53,3,682,0,0,0,608.0,1
27.53,3,187,0,1,1,1154.0,1
120.38,7,339,0,0,0,221.0,1
7.61,4,1413,0,0,1,2027.0,0
133.3,2,1193,0,0,1,3676.0,0
16.26,4,825,0,1,0,1003.0,0
113.38,3,53,0,0,0,3718.0,0
55.38,3,257,0,0,5,295.0,1
21.03,6,1246,0,0,1,145.0,1
36.34,2,46,1,0,0,3026.0,1
108.45,0,1284,0,0,1,6623.0,0
60.7,3,15,0,0,0,750.0,1
97.95,3,849,0,0,2,1928.0,1
394.04,1,628,0,0,0,1913.0,1
11.42,3,12,0,0,0,2082.0,0
275.12,0,1,1,1,2,1529.0,1
60.6,2,77,0,0,0,533.0,0
22.22,4,542,0,0,2,152.0,1
14.44,6,996,0,0,0,25.0,0
45.19,3,902,0,0,1,358.0,1
137.23,3,841,0,0,1,230.0,1
48.06,0,50,0,0,0,70.0,1
247.44,7,1030,0,0,1,171.0,1
12.79,3,75,0,0,1,90.0,1
53.94,4,346,0,0,0,1430.0,0
15.61,5,333,0,0,0,106.0,1
78.54,2,678,0,0,2,10026.0,0
132.54,0,844,0,0,0,1254.0,0
35.85,1,851,0,0,0,4165.0,0
4.04,1,1298,0,0,2,1204.0,0
66.62,2,268,0,0,1,263.0,1
84.5,2,1332,0,0,0,3306.0,0
81.8,3,756,0,0,1,489.0,0
187.88,2,599,1,0,0,74.0,1
18.71,3,612,0,0,2,382.0,1
107.79,3,698,0,0,0,1647.0,1
179.92,6,1246,0,0,0,1027.0,1
9.22,4,278,0,0,0,317.0,0
75.16,4,1382,0,0,3,1371.0,0
32.98,1,685,0,0,0,5506.0,1
50.32,0,318,0,0,0,2334.0,1
77.3,4,1066,0,0,1,129.0,1
33.54,2,1091,0,0,0,694.0,1
27.78,7,905,1,0,0,2122.0,1
56.5,3,1216,0,0,0,272.0,1
18.41,1,143,0,0,0,1392.0,1
18.43,1,154,0,0,0,1422.0,0
107.7,4,1118,0,0,0,167.0,0
17.31,3,1221,0,0,0,1677.0,0
106.31,4,378,0,0,0,4146.0,1
86.71,3,1407,0,0,1,1899.0,0
9.72,2,761,0,0,0,4447.0,1
27.73,0,534,1,0,1,1711.0,1
180.21,1,637,0,0,0,2508.0,0
20.47,3,826,0,0,0,4016.0,1
34.32,3,693,0,0,0,1120.0,1
86.67,3,787,0,0,0,310.0,0
119.51,1,162,0,0,0,229.0,1
42.46,6,466,0,0,0,5523.0,1
30.04,2,1422,1,0,0,1425.0,1
226.42,2,278,0,0,1,2069.0,0
310.72,5,472,0,0,0,1703.0,1
145.31,4,141,0,0,0,1498.0,0
59.46,4,810,0,0,0,1475.0,1
24.33,2,1271,1,0,1,1153.0,1
23.8,8,834,0,0,0,3884.0,1
92.07,5,703,0,0,0,232.0,0
82.96,5,170,1,0,0,2265.0,1
221.76,7,219,0,0,0,2055.0,1
104.63,2,34,0,0,0,116.0,1
12.15,2,285,0,0,1,440.0,1
156.33,3,1434,0,0,0,2790.0,0
20.12,6,1431,0,0,1,479.0,0
37.19,2,1060,1,0,0,1552.0,1
70.12,6,1398,0,0,0,157.0,0
401.68,6,265,0,0,0,454.0,1
1224.05,4,853,0,0,0,3987.0,0
100.16,5,1322,1,0,1,808.0,1
45.46,4,7,1,0,0,2951.0,1
93.18,2,23,0,0,1,1172.0,1
132.64,2,1440,0,0,0,700.0,0
39.62,6,535,0,0,0,1505.0,1
328.72,5,1296,0,0,0,1374.0,1
68.72,2,69,0,0,0,7533.0,0
89.81,2,13,0,0,1,760.0,1
106.26,4,1290,0,0,1,1909.0,0
83.23,3,258,0,0,0,2105.0,1
126.34,3,720,1,0,0,1772.0,1
29.45,6,948,0,0,1,1174.0,0
31.24,3,1299,0,0,1,2754.0,0
18.17,4,1121,0,0,0,2631.0,1
84.73,4,1052,1,0,0,5751.0,0
118.98,4,645,0,0,0,6787.0,0
86.3,4,414,0,0,1,436.0,1
291.34,5,1128,0,0,0,1913.0,1
54.29,0,1066,1,0,0,3494.0,1
106.56,3,665,0,1,1,5901.0,1
18.33,1,1315,0,0,2,277.0,1
37.07,3,736,1,0,1,5360.0,1
109.46,10,1063,0,0,1,460.0,0
127.63,3,440,0,0,1,1529.0,0
40.69,3,1062,0,0,3,1912.0,0
50.83,2,109,0,0,0,3809.0,0
11.97,2,430,1,0,1,2930.0,1
38.21,1,1445,0,0,0,4907.0,0
133.0,4,346,1,0,1,2787.0,0
97.05,4,381,0,0,0,744.0,1
90.08,5,574,0,0,0,355.0,1
57.38,6,1054,1,0,0,305.0,1
54.99,2,775,1,0,0,165.0,1
28.21,2,158,0,0,0,4849.0,0
109.82,2,1185,0,0,0,1199.0,0
83.18,2,1392,0,0,2,6053.0,0
89.3,1,1383,0,0,1,2684.0,0
32.26,2,623,1,0,0,5534.0,0
6.34,4,550,0,0,1,3653.0,0
163.56,4,724,0,1,2,1576.0,1
33.82,3,1427,0,0,1,461.0,1
23.04,2,649,0,0,0,528.0,0
109.23,2,670,0,1,0,836.0,1
36.89,2,134,0,1,0,44.0,1
157.58,1,701,0,0,1,1978.0,0
101.19,2,591,0,0,0,1458.0,1
108.16,3,1276,0,0,0,192.0,0
13.93,2,206,0,0,1,3136.0,1
183.45,3,148,0,0,0,3114.0,0
70.9,5,508,0,0,0,227.0,0
37.74,5,530,1,0,3,410.0,1
63.02,1,191,0,0,0,519.0,1
9.24,3,1209,0,0,0,1342.0,1
82.16,6,406,0,0,1,5218.0,0
19.5,3,1241,1,0,1,1970.0,1
14.12,3,88,0,0,0,2057.0,1
11.91,1,607,0,0,1,620.0,0
166.12,2,1457,0,0,0,1761.0,0
29.1,0,274,1,0,0,427.0,1
253.09,2,994,1,1,1,2235.0,1
31.95,4,61,0,0,0,482.0,1
9.9,5,82,0,0,0,25.0,0
17.88,6,1102,0,0,2,1335.0,0
187.88,6,1345,0,0,0,637.0,0
46.72,6,884,0,0,0,1785.0,0
31.55,3,536,0,0,0,2467.0,1
64.07,3,672,0,0,0,3026.0,1
90.18,5,1290,1,0,0,7180.0,1
166.9,2,1063,0,0,1,1460.0,1
232.41,4,899,0,0,0,1186.0,1
38.1,4,108,0,0,1,507.0,1
14.5,4,1287,0,0,1,2473.0,1
36.11,5,1022,0,0,0,1186.0,1
70.83,4,396,0,0,1,713.0,0
20.83,6,1303,1,0,0,1018.0,0
20.96,3,959,1,0,0,833.0,1
77.0,0,529,0,0,0,6912.0,0
52.01,2,334,0,0,0,462.0,0
56.42,5,227,0,0,0,964.0,1
25.57,1,1216,0,0,0,661.0,1
43.36,2,321,0,0,0,339.0,1
21.67,7,342,1,0,0,641.0,1
132.98,2,1052,1,0,1,1210.0,0
153.74,5,1338,0,1,0,1798.0,1
8.62,4,1239,0,0,0,1727.0,0
21.55,2,18,0,1,0,2666.0,1
12.22,2,1134,0,0,0,133.0,0
28.5,1,633,1,0,1,679.0,1
50.23,0,493,0,0,1,783.0,1
12.81,2,812,0,0,0,2121.0,0
21.72,3,270,1,0,0,419.0,1
20.01,3,999,0,0,0,434.0,1
67.17,2,135,0,0,0,180.0,0
58.52,3,512,0,0,0,1372.0,1
26.53,2,401,0,0,1,2335.0,1
65.16,5,1107,0,0,1,2153.0,1
31.61,2,645,0,0,3,2444.0,1
41.61,3,79,1,1,0,334.0,1
291.04,1,1332,0,0,0,1590.0,0
208.61,4,621,0,0,0,176.0,0
14.89,0,1050,0,0,0,6123.0,0
125.18,1,167,0,0,1,200.0,1
122.9,6,685,0,0,1,3781.0,1
17.32,3,845,1,0,1,70.0,1
123.81,4,461,0,0,0,1363.0,0
254.15,5,1175,0,0,0,3448.0,1
17.77,8,1064,0,0,0,1812.0,1
21.81,7,800,1,0,0,1226.0,1
151.06,3,772,0,0,1,245.0,1
71.63,3,1364,0,0,0,1938.0,1
94.77,1,174,0,1,0,1660.0,0
76.75,7,587,0,0,1,1105.0,1
80.7,8,554,0,0,0,482.0,1
14.49,1,1121,0,0,0,447.0,1
155.6,5,167,0,0,1,6313.0,0
175.84,3,198,0,0,0,6037.0,0
43.41,5,440,0,1,1,4975.0,1
52.28,2,559,0,1,1,1306.0,0
11.81,3,514,0,0,0,8003.0,1
91.31,4,1126,0,0,0,635.0,0
96.74,6,1206,0,0,0,1002.0,1
51.31,1,856,1,0,1,345.0,1
168.07,7,414,0,0,0,1123.0,1
39.09,3,491,1,0,0,368.0,1
96.02,4,1240,0,0,1,123.0,1
19.69,6,542,0,1,0,18.0,1
53.33,2,251,0,1,0,856.0,1
45.86,0,753,1,0,0,4102.0,0
68.4,1,684,0,0,1,1035.0,0
37.73,4,245,0,0,0,1867.0,0
47.87,3,1229,1,0,2,3066.0,1
124.72,3,488,0,0,1,1449.0,0
35.28,4,36,1,0,0,1491.0,1
10.95,5,1123,0,0,0,1337.0,1
314.06,1,369,0,0,0,241.0,0
217.34,7,959,1,0,0,1817.0,1
15.0,6,258,0,0,0,2312.0,1
108.82,2,501,0,0,1,1.0,0
33.02,3,654,0,0,1,157.0,1
71.06,4,720,0,0,1,1404.0,0
73.28,1,1128,0,0,0,3287.0,0
43.19,4,479,0,0,0,1371.0,1
24.93,7,240,0,0,0,1026.0,1
27.37,1,368,0,0,1,4970.0,0
21.84,3,1315,0,0,1,143.0,1
23.76,1,982,0,0,0,268.0,0
51.05,4,149,0,0,1,2080.0,0
26.69,4,732,0,1,2,207.0,1
107.99,2,401,1,0,0,261.0,1
241.59,6,594,0,0,0,3699.0,1
30.57,3,288,0,0,0,425.0,1
69.37,4,134,0,0,0,1753.0,1
89.99,2,1478,0,0,0,910.0,0
87.53,5,225,0,0,0,265.0,1
58.91,3,637,0,0,1,878.0,1
114.74,4,608,0,0,0,969.0,1
88.43,3,849,0,0,1,1783.0,0
15.84,3,900,0,0,0,300.0,1
130.21,6,826,0,0,0,69.0,0
132.59,1,918,0,0,0,1676.0,0
25.45,4,411,0,0,1,122.0,1
56.71,1,374,0,0,0,301.0,1
108.13,1,85,0,0,1,7179.0,0
44.29,4,84,0,0,1,41.0,1
159.65,3,482,0,0,0,1850.0,0
580.49,1,1367,1,0,0,269.0,1
24.88,2,272,0,0,0,3098.0,1
13.72,2,6,0,0,0,1569.0,0
73.98,2,1488,1,1,0,1151.0,1
112.34,3,519,0,0,1,1110.0,1
43.34,4,14,0,0,0,2001.0,0
233.52,7,1027,0,1,0,3284.0,1
14.32,2,817,0,0,0,13.0,0
109.17,7,487,0,0,0,37.0,1
29.79,0,797,0,0,0,573.0,0
304.72,3,1412,1,0,0,2413.0,1
400.42,6,487,0,0,0,388.0,1
25.36,2,1192,0,0,0,940.0,0
31.51,1,937,0,0,0,1275.0,0
128.97,2,406,0,0,0,840.0,1
37.07,6,463,1,0,0,1125.0,1
52.17,3,132,0,0,0,2886.0,0
56.0,2,506,0,0,1,469.0,0
8.01,6,633,0,0,0,712.0,1
53.85,3,236,0,0,0,1346.0,1
27.39,1,23,0,0,0,3606.0,0
33.34,3,614,0,0,0,413.0,0
231.28,4,1156,0,0,2,1339.0,1
15.54,5,452,1,0,2,3754.0,1
123.13,5,274,0,0,0,215.0,0
41.31,1,1025,0,0,1,2301.0,0
41.27,2,661,0,0,0,456.0,1
120.35,7,166,0,0,2,343.0,1
76.71,3,410,1,0,0,485.0,1
96.6,3,297,0,0,0,1258.0,1
143.77,2,1117,0,0,0,1665.0,1
39.2,2,937,0,0,0,389.0,1
29.6,2,1003,0,1,0,214.0,1
18.45,4,96,0,0,1,1085.0,1
23.92,6,571,0,0,0,106.0,1
1042.21,10,900,0,0,0,1394.0,1
189.56,3,141,0,0,0,2067.0,1
14.14,3,1341,0,0,1,5247.0,1
14.55,2,563,0,0,1,278.0,0
88.4,2,1014,0,1,0,1022.0,0
94.37,6,767,0,0,0,534.0,1
94.53,1,833,0,0,1,442.0,1
42.31,4,1329,0,0,1,1319.0,1
48.16,6,177,0,1,0,279.0,1
75.78,2,615,0,0,1,28.0,0
59.5,3,654,1,0,1,318.0,1
5.93,1,421,0,0,1,736.0,1
43.39,5,30,0,1,1,20.0,1
23.3,1,142,0,0,0,3503.0,0
65.05,3,223,0,0,0,1577.0,1
1080.59,3,860,0,0,0,50.0,0
78.84,4,830,1,0,0,467.0,1
39.9,2,511,0,1,0,1965.0,0
137.25,2,1027,1,0,0,55.0,1
88.47,4,1478,0,0,0,852.0,0
83.1,0,1299,1,0,1,183.0,1
100.17,3,1385,1,0,0,894.0,1
426.9,3,98,0,0,0,6197.0,0
17.62,7,988,0,0,0,1093.0,0
87.67,3,460,0,0,0,1712.0,0
21.62,2,1152,1,0,2,945.0,1
95.16,2,1191,0,0,0,681.0,0
21.79,1,266,0,0,0,1698.0,1
35.97,1,1012,1,0,0,1745.0,1
40.65,3,943,0,0,2,1720.0,0
144.87,2,384,0,0,0,49.0,0
136.79,3,151,0,0,1,2146.0,1
15.71,6,1272,1,0,0,2028.0,1
57.68,2,571,1,0,1,131.0,1
26.85,3,218,0,0,2,380.0,1
15.51,2,595,0,0,2,1322.0,0
43.95,3,1126,0,0,1,806.0,1
40.11,1,941,0,1,0,1545.0,0
618.14,1,756,0,0,0,2572.0,0
84.18,1,300,0,0,0,1430.0,1
13.77,1,1072,0,0,1,1106.0,1
31.04,3,331,0,0,1,551.0,1
151.62,6,762,0,0,0,1720.0,1
440.73,5,1259,0,0,0,3160.0,1
11.18,3,513,0,0,1,548.0,1
8.33,3,928,0,0,0,2793.0,0
354.59,4,97,0,0,1,973.0,1
80.61,2,1375,0,0,1,214.0,0
22.91,3,90,0,0,0,4347.0,0
